participant_id,phase,speech_duration,silence_duration,speech_to_silence_ratio,silence_ratio,rms_mean,rms_std,energy_min,energy_max,energy_range,energy_median,energy_var,zcr_mean,zcr_std,zcr_var,mfcc_1_mean,mfcc_1_std,mfcc_1_var,mfcc_delta_1_mean,mfcc_delta_1_std,mfcc_delta_1_var,mfcc_2_mean,mfcc_2_std,mfcc_2_var,mfcc_delta_2_mean,mfcc_delta_2_std,mfcc_delta_2_var,mfcc_3_mean,mfcc_3_std,mfcc_3_var,mfcc_delta_3_mean,mfcc_delta_3_std,mfcc_delta_3_var,mfcc_4_mean,mfcc_4_std,mfcc_4_var,mfcc_delta_4_mean,mfcc_delta_4_std,mfcc_delta_4_var,mfcc_5_mean,mfcc_5_std,mfcc_5_var,mfcc_delta_5_mean,mfcc_delta_5_std,mfcc_delta_5_var,mfcc_6_mean,mfcc_6_std,mfcc_6_var,mfcc_delta_6_mean,mfcc_delta_6_std,mfcc_delta_6_var,mfcc_7_mean,mfcc_7_std,mfcc_7_var,mfcc_delta_7_mean,mfcc_delta_7_std,mfcc_delta_7_var,mfcc_8_mean,mfcc_8_std,mfcc_8_var,mfcc_delta_8_mean,mfcc_delta_8_std,mfcc_delta_8_var,mfcc_9_mean,mfcc_9_std,mfcc_9_var,mfcc_delta_9_mean,mfcc_delta_9_std,mfcc_delta_9_var,mfcc_10_mean,mfcc_10_std,mfcc_10_var,mfcc_delta_10_mean,mfcc_delta_10_std,mfcc_delta_10_var,mfcc_11_mean,mfcc_11_std,mfcc_11_var,mfcc_delta_11_mean,mfcc_delta_11_std,mfcc_delta_11_var,mfcc_12_mean,mfcc_12_std,mfcc_12_var,mfcc_delta_12_mean,mfcc_delta_12_std,mfcc_delta_12_var,mfcc_13_mean,mfcc_13_std,mfcc_13_var,mfcc_delta_13_mean,mfcc_delta_13_std,mfcc_delta_13_var,spectral_centroid_mean,spectral_centroid_std,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_bandwidth_var,spectral_rolloff_mean,spectral_rolloff_std,spectral_rolloff_var,spectral_contrast_mean,spectral_contrast_std,spectral_contrast_var,spectral_flatness_mean,spectral_flatness_std,spectral_flatness_var,pitch_mean,pitch_std,pitch_min,pitch_max,pitch_range,pitch_median,pitch_skew,voiced_ratio,speaking_rate,speech_segments,avg_segment_duration,pause_mean,pause_std,pause_max,pause_total,harmonic_energy,percussive_energy,onset_count,hnr_mean,hnr_std,jitter,shimmer,articulation_speed,word_count,label
302,phase1,68.9478125,0.0,68947812.5,0.0,0.023879038,0.016592238,0.0057040933,0.148795,0.1430909,0.020120947,0.00027530236,0.3539746773491879,0.10603515933316913,0.011243455014810565,-215.38544,51.18667,2620.075,-0.017694121,9.134145,83.43261,10.201673,32.309784,1043.9222,-0.011233406,6.1337986,37.623486,-26.851896,19.03536,362.3449,-0.00064812944,3.8077948,14.499302,5.40769,18.461658,340.83282,0.016963465,3.4075224,11.61121,-23.996738,11.967971,143.23233,0.0122342035,2.230494,4.9751034,-10.050472,11.199421,125.42703,0.0046517425,2.1879277,4.787028,-20.83804,8.73785,76.35002,-0.005773664,1.6125968,2.6004682,-5.0852456,10.340908,106.93438,0.004916422,1.9459716,3.7868054,-24.586292,7.9709196,63.535557,0.005356879,1.4703424,2.1619067,-0.6445852,8.299937,68.88896,0.006053406,1.6126561,2.6006598,-17.59604,8.283782,68.62104,0.0026130208,1.4596493,2.1305761,1.6302242,6.916771,47.84172,-0.0010878881,1.3255172,1.7569959,-16.331558,6.5708327,43.175842,-0.001928593,1.2236078,1.4972161,3121.557401811648,652.8304411030417,426187.58483079204,1945.4902602373975,189.7476014551379,36004.15225797785,5468.9022621809745,758.8019353816113,575780.377138879,21.916727614251798,10.305942840499856,106.21245783165024,0.14708802,0.09068663,0.0082240645,143.22125961487757,12.33518974280352,115.86971395503193,194.86885420251932,78.99914024748739,141.8307339283537,0.7989689037565019,0.18515081197904837,0.014503723377735879,1,68.94774355225645,0.0,0.0,0.0,0.0,-6.595684e-06,-8.491383e-06,365,515.06934,29298.379,0.011607507250769866,0.11699986746366413,2.741203718392081,189,0
302,phase2,68.947875,0.0,68947875.0,0.0,0.0240709,0.015682425,0.0060907085,0.10877163,0.10268092,0.020178793,0.00024593846,0.3568794409802784,0.09735594306427559,0.009478179649934469,-212.07524,48.733543,2374.9583,0.0096057225,8.8187685,77.770676,7.112535,27.793547,772.48126,0.007321812,5.2625294,27.694214,-26.426712,18.787893,352.98492,-0.001109529,3.6666553,13.444361,9.048159,18.902077,357.28848,-0.007402402,3.6977918,13.673664,-22.17181,11.884859,141.24988,-0.010296839,2.3180597,5.373401,-9.622555,11.594648,134.43587,-0.008275231,2.206911,4.8704567,-21.081682,8.937577,79.880295,-0.002258276,1.6923667,2.8641052,-4.5639005,10.069947,101.40384,-0.0042995615,1.9067646,3.6357512,-23.711033,7.8578825,61.746315,-0.0010503465,1.4901495,2.2205455,-1.4591573,7.7385707,59.88548,-0.005949155,1.5036603,2.2609942,-18.058294,8.335377,69.47851,-0.009914246,1.547019,2.3932679,0.698106,6.8018723,46.265465,-0.0006188636,1.3473183,1.8152667,-17.139658,6.227886,38.786564,0.0075925635,1.2048542,1.4516736,3156.2919204459777,590.8154086350562,349062.8470806084,1947.4250018108385,183.8459648310545,33799.338784661326,5497.386165893271,705.8141685126002,498173.6404731331,22.207263281826435,10.348925917451195,107.10026764489305,0.14668137,0.08607838,0.0074094874,145.16592079580997,11.419276417264996,116.54094037952247,194.86885420251932,78.32791382299685,145.14587018501834,0.5258335852697485,0.3025522040359387,0.014503710230373308,1,68.94780605219395,0.0,0.0,0.0,0.0,-6.8375393e-06,-8.6164955e-06,403,544.7189,26442.092,0.010223170579235588,0.12336458476988217,2.9007420460746616,200,0
302,phase3,71.03725,0.0,71037250.0,0.0,0.02454128,0.017884204,0.0060458784,0.18983,0.18378413,0.020066865,0.00031984475,0.3603790558136261,0.10311384958887135,0.010632465977036385,-213.9241,48.750076,2376.5698,-0.050861727,8.925216,79.65948,6.438512,29.371258,862.67084,-0.029094294,5.6268826,31.66181,-26.552217,19.411045,376.78867,0.012258963,4.061718,16.497555,6.9630833,18.12447,328.4964,-0.0035269042,3.44441,11.86396,-24.456047,12.810292,164.10358,0.002170634,2.424575,5.878564,-9.234953,11.568636,133.83333,0.011105772,2.3774378,5.6522107,-19.81023,9.077445,82.40001,0.006547585,1.6799922,2.8223739,-3.9373267,10.953252,119.97373,0.01157486,2.0461624,4.18678,-22.398308,8.31387,69.12044,0.004433585,1.5532748,2.4126625,-2.2029543,7.5004554,56.25683,0.00032896522,1.4972947,2.2418914,-18.75519,7.9866343,63.786324,-0.004146061,1.4314625,2.049085,-0.39703128,6.313868,39.86493,-0.0072064633,1.2112036,1.4670141,-16.447662,6.497185,42.213413,-0.0031168864,1.2152739,1.4768907,3172.08215143391,629.1543959654999,395835.2539627131,1937.5046989903,192.65325098374612,37115.27511460628,5478.987190315315,742.0986855960624,550710.4591634035,22.253013067500508,10.323326376425204,106.57106747419634,0.14557888,0.090239845,0.008143229,147.53263669452596,12.896409679523105,113.22324603078411,189.3213161937526,76.0980701629685,146.8323839587038,0.5153097592752933,0.2864864863574385,0.014077121510193595,1,71.03717896282105,0.0,0.0,0.0,0.0,-6.7484516e-06,-8.466008e-06,350,551.04535,28416.188,0.009471113665049097,0.111295064077033,3.068812489222204,218,0
303,phase1,184.1028749999999,28.064000000000107,6.560107911911747,0.13227324010875924,0.015571057,0.012579098,0.0016277736,0.08458177,0.082954,0.01305868,0.00015823371,0.30752727777201777,0.1459303890221137,0.02129567844014544,-311.196,61.82228,3821.9944,0.015213889,10.202878,104.098724,12.701061,34.39287,1182.8698,-0.0045062895,6.509053,42.36777,-30.832449,28.826794,830.984,-0.01009249,5.8331714,34.025887,-5.0906186,24.726849,611.41705,0.0058369194,4.67012,21.810019,-26.506113,17.834286,318.06177,0.0029872365,3.479485,12.106816,-19.318388,15.334677,235.1523,-0.005891742,2.7596564,7.615704,-25.503065,12.159199,147.84612,0.0017596189,2.335389,5.4540415,-7.0627217,11.735904,137.73143,0.005348034,2.0839274,4.3427534,-16.010052,9.160482,83.91444,0.0019794237,1.7715113,3.1382523,-9.364726,7.913745,62.627357,-0.0021016719,1.4141264,1.9997534,-18.838163,7.195073,51.769077,-0.0014295053,1.3057817,1.7050658,-6.0325036,7.014874,49.208454,-0.00070379337,1.3111087,1.719006,-12.248415,6.4218574,41.240253,0.003987449,1.2020811,1.444999,2945.3559344169475,958.9829042874835,919648.2107156568,1916.2561419941017,243.79328176126708,59435.16423192856,5116.428753204645,1192.730164199865,1422605.2445922368,22.507218138609392,9.370514677678166,87.80654532458193,0.10526282,0.10214841,0.010434299,271.2640471386515,90.89094520495028,102.63362906904881,1454.5525599514124,1351.9189308823636,255.6500291307247,8.61460757456694,0.5275222439258751,0.579732345117493,123,1.4967713292945413,0.23003278688524584,0.22617517998174363,1.248000000000001,28.063999999999993,-1.20920695e-05,-3.1539635e-06,1150,796.6539,51790.16,0.011660972257130142,0.08534453752569097,3.264479166878846,601,0
303,phase2,177.0239999999998,35.14293750000019,5.037256631229027,0.1656381428421202,0.019128239,0.01657454,0.0016259395,0.11713457,0.11550863,0.015522997,0.00027471536,0.3021064059908008,0.14458860892180414,0.020905865829942416,-299.38788,66.42489,4412.266,-0.020437162,11.519478,132.69838,16.976643,36.630962,1341.8275,-0.009813661,6.8590136,47.04607,-36.728954,33.401756,1115.6774,0.0045895595,6.590487,43.43452,-6.578763,25.723648,661.70605,0.010852313,4.8881435,23.893946,-28.64919,19.713213,388.61078,0.0027463478,3.8245068,14.626852,-18.260921,15.451767,238.7571,-0.007097983,2.924828,8.554619,-23.177301,12.638087,159.72125,-0.0025756075,2.4567692,6.035715,-7.79245,13.092344,171.40948,0.003688524,2.2928238,5.257041,-15.054238,9.812396,96.28312,-0.00079717237,1.8557744,3.4438987,-8.508004,7.403055,54.805225,0.00026535618,1.3848037,1.9176812,-20.402205,7.573235,57.353886,0.0017913535,1.359087,1.8471174,-2.185397,7.3974404,54.722126,-0.001952352,1.2984446,1.6859584,-11.483795,6.991556,48.88186,-0.0011009292,1.2337289,1.522087,2841.56835015569,987.8769168006479,975900.8027475543,1831.928062012075,292.54587021044955,85583.08617718918,4869.281122756749,1309.7447812882087,1715431.3921116975,22.683763247119074,9.281118304622881,86.1391569844059,0.09694478,0.100985676,0.010198107,260.792417255737,36.64561384296232,179.73069985652097,482.60299106563536,302.8722912091144,255.6500291307247,1.602101136760752,0.5038455737439533,0.7305568050629944,155,1.1420903152123192,0.22815584415584428,0.21693347265176638,1.0559999999999832,35.13600000000002,-1.2115774e-05,-3.1686654e-06,1060,747.76196,41600.875,0.012363530937612421,0.09402377968547836,3.739605929139556,662,0
303,phase3,174.68799999999996,43.90825000000004,3.978477758086967,0.20086460769569486,0.018268386,0.015609321,0.0012465704,0.13495182,0.13370524,0.014974926,0.00024365091,0.3089545292374122,0.13476404154169586,0.018161346892651923,-301.127,69.833435,4876.7085,-0.029955639,11.696785,136.81477,11.236657,35.318707,1247.411,0.0005847199,6.6960864,44.83757,-38.28757,32.939865,1085.0347,0.003421583,6.4966383,42.20631,-1.9572235,24.727322,611.4404,0.008575627,4.7392325,22.460325,-29.70317,19.460308,378.7036,0.0043093543,3.6974907,13.671438,-16.426176,15.4955435,240.11186,0.0008339452,2.7526963,7.5773373,-24.562752,12.665345,160.41096,-0.0007737387,2.3890476,5.7075486,-10.104572,13.312023,177.20996,0.0011128186,2.252283,5.072779,-14.798397,10.001718,100.03436,-0.00240724,1.9264046,3.7110348,-11.021635,9.134876,83.44597,0.0018155475,1.5903732,2.5292866,-17.881315,7.8048534,60.915737,0.0021706065,1.3336756,1.7786906,-0.94369924,7.240999,52.432068,-0.002226511,1.358751,1.8462045,-14.720882,6.619757,43.821186,-0.002117913,1.2195594,1.4873253,2911.631942236593,910.5397359337005,829082.6107142131,1826.7926208695976,277.24485549211954,76864.70989684625,4941.096357216042,1219.623279150153,1487480.943044972,22.488790586712952,8.99101205221354,80.83829772304914,0.103745885,0.10380332,0.01077513,274.9631029941495,49.52400446352572,82.40688922821748,587.329535834815,504.92264660659754,266.19869962824436,1.9013210191973433,0.43384074935101863,0.6724726522069797,147,1.1883537334125593,0.2989589041095892,0.23405797422311836,1.0560000000000116,43.648000000000025,-1.226213e-05,-2.9946732e-06,1122,664.30426,46910.715,0.011685243879621112,0.09673890571954884,3.984246198937535,696,0
304,phase1,70.30399999999992,49.353937500000086,1.4244861126939201,0.41245853414446565,0.019054385,0.021536615,0.0017867921,0.3100254,0.3082386,0.012425477,0.00046382574,0.28336501504010697,0.12257798346309663,0.015025362029879192,-293.96277,58.214424,3388.9192,-0.008261945,10.165061,103.32847,19.322094,25.876104,669.5728,-0.004678525,4.7385025,22.453407,-34.694706,29.864567,891.8924,0.002665431,5.42546,29.435616,-0.030699313,20.830025,433.8899,0.0007406199,3.7670214,14.19045,-20.91961,15.408351,237.41728,-0.00013064982,2.9214609,8.534933,-22.51905,15.174807,230.27477,0.0029990533,2.7035437,7.3091483,-20.133156,10.208533,104.21416,0.0034038434,1.7748082,3.1499438,-0.24152581,11.082526,122.822395,0.0011439533,2.0735867,4.2997622,-14.337624,8.046153,64.74058,-0.000936166,1.4892353,2.2178216,-5.135581,7.257714,52.67441,0.0004647863,1.3582752,1.8449115,-16.670622,6.75274,45.5995,2.6424046e-05,1.2084365,1.4603188,-3.0315516,7.0082054,49.114944,-0.0027600187,1.2413231,1.5408832,-12.096061,5.73809,32.92568,-0.0013358293,1.0686257,1.1419609,2752.247454691789,713.1121845561655,508528.9877624667,1884.7734148513177,287.8298770102476,82846.03809973429,4940.384776069519,1206.9665264816865,1456768.1960472676,22.18834916698364,8.903483100748394,79.27201132531223,0.10915766,0.1100956,0.012121041,290.41689861250876,58.518149758993836,126.35681904967383,564.0553960451207,437.69857699544684,273.209858100989,1.5469072112174487,0.5144385025362465,1.5460737821926773,185,0.3800216195674503,0.2656864864864862,0.2942932699473504,2.0160000000000053,49.151999999999944,-1.0477525e-05,-4.789604e-06,547,1423.8208,102788.19,0.010346633272893613,0.08214111057988523,3.328402366863909,234,0
304,phase2,98.44199999999987,21.216000000000136,4.639988469080447,0.17730532016246414,0.027831832,0.027683666,0.0018332684,0.18132748,0.1794942,0.017947404,0.0007663854,0.27674632352941175,0.11460996957595014,0.013135445126200216,-268.8768,64.72788,4189.6987,0.047199972,11.270641,127.02736,18.734283,29.20224,852.7708,0.011719028,5.215368,27.20006,-43.649742,33.764072,1140.0126,-0.008419244,6.3690033,40.5642,3.3776977,22.958336,527.08514,0.0041935346,4.3037505,18.522268,-31.117096,18.47021,341.14862,-0.008150877,3.4418366,11.846239,-22.79449,15.044969,226.35109,-0.0030523383,2.5859156,6.686959,-22.09647,11.111597,123.4676,0.0020109208,1.9774356,3.9102514,-5.768116,14.015197,196.42575,-0.008259139,2.5444255,6.4741015,-16.315903,9.176532,84.20873,-0.0021344046,1.642442,2.6976156,-5.7669196,8.489017,72.06341,-0.0031163534,1.5324063,2.3482692,-18.902807,7.41281,54.949753,-0.0031713916,1.3716393,1.8813944,-2.73038,7.926972,62.836884,0.004081668,1.3967658,1.9509548,-14.737029,6.511176,42.395416,-0.0020993042,1.2224332,1.494343,2669.483366480489,707.969347093738,501220.5964243336,1774.7622258296456,310.4901251446805,96404.11781235937,4627.431483957219,1225.5918516022741,1502075.3867138908,22.628561400079114,8.925881501099813,79.67136057167583,0.09340923,0.10193931,0.010391624,288.7396799132702,57.50396179756235,188.23090565017245,797.6947910167371,609.4638853665647,275.58617649730814,3.9759120847864207,0.5045454544105493,0.7855722141436428,94,1.0472553080079208,0.22570212765957462,0.19019675309817982,0.7040000000000006,21.216000000000015,-1.0227781e-05,-5.038331e-06,646,1679.371,181027.7,0.010608121421969511,0.0843301928431407,4.611852664513121,454,0
304,phase3,87.5839999999999,35.7000000000001,2.453333264612504,0.2895752895752904,0.018421356,0.020095129,0.0024244739,0.18547307,0.18304859,0.011696489,0.0004038142,0.2939179393492084,0.12249826741680188,0.015005825520118306,-293.5106,58.534164,3426.2483,-0.007462449,9.892142,97.85448,14.393837,25.406372,645.48376,-0.01977661,4.6039515,21.19637,-37.963753,30.067907,904.07904,-0.005507324,5.515419,30.419846,1.2231059,19.356459,374.67252,-0.0010669974,3.6872509,13.595819,-26.132511,15.840984,250.93678,0.0018739776,2.9184017,8.517069,-18.169313,14.147546,200.15306,0.0057385843,2.5247347,6.3742857,-25.720444,10.955404,120.02089,0.0015173818,1.9512833,3.8075068,-1.6813226,11.416725,130.34161,0.002621132,2.1415021,4.586032,-15.905384,8.638959,74.631615,0.0006813086,1.6387899,2.6856325,-3.305686,7.123786,50.74833,0.0020449301,1.3432784,1.8043969,-20.886362,7.5319295,56.729965,0.0023459184,1.3572844,1.8422209,-3.0932374,7.324973,53.655228,0.0010856645,1.3512343,1.8258342,-14.420732,5.810581,33.762856,-9.6375436e-05,1.0948483,1.1986928,2822.838136517749,690.5273523424198,476828.02433303243,1858.7713973891127,267.8890085809289,71764.52091847298,4969.439397871788,1105.0192011830097,1221067.434983137,21.938713502185397,8.658696005030846,74.97301650753714,0.117347576,0.11127815,0.012382826,307.29028618387895,81.5312633885337,119.95585059317834,859.9007722221364,739.9449216289581,280.40333801023763,2.6356470218972032,0.44484817014148764,0.9895850231984685,122,0.7179016334598219,0.2924958677685955,0.258117057305752,1.2480000000000047,35.39200000000005,-1.0283799e-05,-4.959828e-06,611,1247.744,108610.34,0.01098815935867458,0.08423344206484207,3.2083485568140335,281,0
305,phase1,274.2399999999998,94.86162500000023,2.8909477052396206,0.25700679318331426,0.023516918,0.023657355,0.0020315656,0.23242983,0.23039827,0.017012719,0.00055967044,0.14771068690398786,0.04842329927299841,0.0023448159124823684,-285.41705,64.028946,4099.7056,-0.0018983204,10.70615,114.62164,87.260666,27.09755,734.2772,0.0013624963,5.084796,25.855152,-41.676685,29.581913,875.08954,8.684943e-05,5.3560658,28.687443,-1.8706757,23.325544,544.081,-6.1975355e-05,4.0846686,16.684517,-24.777996,18.79013,353.069,0.0016468652,3.3492258,11.217314,-14.29352,11.355159,128.93962,0.00034494494,2.032432,4.1307797,-24.148872,14.720106,216.68152,0.00039416694,2.5539298,6.5225577,-17.480415,11.972152,143.33243,0.0011475012,2.0906627,4.370871,-10.010804,10.198789,104.01528,0.0004097944,1.8494009,3.4202838,-12.968349,10.275804,105.59213,-0.00030455834,1.8106865,3.2785857,-8.866946,10.559255,111.49786,-9.788927e-05,1.8496321,3.4211392,-2.8460062,8.584493,73.69352,-0.0009930242,1.4719887,2.1667507,-18.402987,8.765503,76.834045,0.00075696904,1.5759138,2.4835043,1780.0949760730905,445.09921395186245,198113.31026056584,1549.7845873821263,354.39024764341076,125592.447624758,3363.4028229302126,1095.2957067325476,1199672.685186751,22.289958075617406,8.63328397239885,74.53359214807885,0.034701526,0.041628778,0.0017329551,190.18415161582806,143.4232884468041,65.40639132514966,1040.4748517038904,975.0684603787407,159.19961611844158,4.200013109203814,0.23077589941649104,0.8832255886166851,326,0.8412269912845791,0.28947239263803715,0.27247773169290007,1.4720000000000084,94.36800000000011,-9.066045e-06,-6.1941105e-06,1244,2657.5403,790409.6,0.023739126425175294,0.1605128014682963,3.5589264877479607,976,0
